Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
576,Mike Jacobs*,NYM,NL,112,11,23,0,0.31,1.085,101,100,2,3B,0.327,3.6
577,Chuck James*,ATL,NL,1,0,1,0,1,2,6,0,,P,0.208,-0.1
578,Kevin Jarvis*,STL,NL,0,0,0,0,,,132,130,3,OF,0.299,2
579,Geoff Jenkins*,MIL,NL,618,25,86,0,0.292,0.888,68,0,,P,0.311,-0.2
580,Jason Jennings*,COL,NL,44,0,1,0,0.158,0.384,62,59,11,OF,0.353,0
581,Ryan Jensen,KCR,AL,1,0,0,0,0,0,3,1,0,C,0.351,0
582,Derek Jeter,NYY,AL,752,19,70,14,0.309,0.839,5,0,,P,0.36,6.7
583,D'Angelo Jimenez#,CIN,NL,119,0,5,2,0.229,0.615,67,0,,P,0.319,4.1
584,Charlton Jimerson,HOU,NL,0,0,0,0,,,36,25,-4,OF,0.325,0
585,Ben Johnson,SDP,NL,88,3,13,0,0.213,0.777,3,0,,P,0.094,0.7
586,Charles Johnson,TBD,AL,55,0,5,0,0.196,0.61,20,0,,P,0,0
587,Dan Johnson*,OAK,AL,434,15,58,0,0.275,0.806,12,3,2,2B-OF-SS,0.109,-0.1
588,Jason Johnson,DET,AL,2,1,1,0,0.5,2.5,32,32,,P,0.264,-0.1
589,Josh Johnson*,FLA,NL,4,0,0,0,0.25,0.5,107,103,11,OF,0.334,0
590,Kelly Johnson*,ATL,NL,334,9,40,2,0.241,0.731,24,4,,P,0.207,0
591,Nick Johnson*,WSN,NL,547,15,74,3,0.289,0.887,6,1,-3,OF,0.101,0.5
592,Randy Johnson,NYY,AL,8,0,0,0,0,0,147,146,-5,C,0.275,
593,Reed Johnson,TOR,AL,439,8,58,5,0.269,0.744,127,123,8,2B,0.146,0
594,Russ Johnson,NYY,AL,20,0,0,0,0.222,0.633,35,24,,P,0.223,-0.2
595,Tyler Johnson#,STL,NL,0,0,0,0,,,3,0,,P,0,0
596,Mike Johnston*,PIT,NL,0,0,0,0,,,148,148,2,2B-1B,0.504,2.4
597,Andruw Jones,ATL,NL,672,51,128,5,0.263,0.922,1,0,,P,0.348,0.2
598,Chipper Jones#,ATL,NL,432,21,72,5,0.296,0.968,96,89,5,OF,0.279,-0.1
599,Greg Jones,LAA,AL,0,0,0,0,,,40,22,,P,0.242,2.5
600,Jacque Jones*,MIN,AL,585,23,73,13,0.249,0.757,24,10,,P,0.342,3.9
601,Todd Jones*,FLA,NL,3,0,0,0,0.333,0.667,77,0,,P,0.212,0
602,Brian Jordan,ATL,NL,251,3,24,2,0.247,0.632,5,1,,P,0.098,0
603,Ryan Jorgensen,FLA,NL,4,0,0,0,0,0,122,120,-10,OF-1B,0.291,3.8
604,Jimmy Journell,STL,NL,0,0,0,0,,,67,0,,P,0.263,
605,Jorge Julio,BAL,AL,0,0,0,0,,,4,1,0,C,0.318,0.9
606,Gabe Kapler,BOS,AL,104,1,9,1,0.247,0.632,65,0,,P,0.34,-0.4
607,Steve Karsay,TOT,AL,0,0,0,0,,,146,145,-1,1B,0.376,0
608,Steve Karsay,TEX,AL,0,0,0,0,,,33,0,,P,0.354,0
609,Matt Kata#,TOT,NL,44,0,0,0,0.189,0.583,44,0,,P,0.303,0
610,Matt Kata#,ARI,NL,38,0,0,0,0.194,0.628,4,3,,P,0.302,1.7
611,Matt Kata#,PHI,NL,6,0,0,0,0.167,0.333,76,74,3,3B,0.325,0
612,Scott Kazmir*,TBD,AL,1,0,0,0,0,0,20,13,-4,1B,0,-0.1
613,Austin Kearns,CIN,NL,448,18,67,0,0.24,0.785,137,137,-7,OF,0.374,0
614,Randy Keisler*,CIN,NL,15,1,2,0,0.267,0.867,1,1,0,OF,0.297,4
615,Kenny Kelly,TOT,NL,14,0,2,1,0.308,0.742,9,0,,P,0.34,0.1
616,Kenny Kelly,CIN,NL,9,0,2,0,0.333,0.667,33,33,,P,0.348,0
617,Kenny Kelly,WSN,NL,5,0,0,1,0.25,0.9,22,15,1,C-1B,0.101,0
618,Jason Kendall,OAK,AL,676,0,53,8,0.271,0.666,13,11,-1,C-OF,0.101,1.4
619,Adam Kennedy*,LAA,AL,460,2,37,19,0.3,0.724,1,0,0,C,0.302,0.3
620,Joe Kennedy,TOT,MLB,35,0,1,0,0.172,0.372,91,71,-4,1B-3B-OF,0.257,2.8
621,Joe Kennedy,COL,NL,35,0,1,0,0.172,0.372,141,133,8,OF,0.323,-0.2
622,Logan Kensing,FLA,NL,0,0,0,0,,,114,84,8,OF,0,0
623,Jeff Kent,LAD,NL,637,29,105,6,0.289,0.889,125,117,-9,1B,0.522,-0.1
624,Bobby Kielty#,OAK,AL,433,10,57,3,0.263,0.746,110,104,1,C-OF,0.281,-0.2
625,Byung-Hyun Kim,COL,NL,45,0,2,0,0.079,0.201,33,33,,P,0.29,-0.1
626,Sun-Woo Kim,TOT,NL,26,0,3,0,0.105,0.205,136,131,-10,OF,0.296,0
627,Sun-Woo Kim,WSN,NL,6,0,0,0,0,0,20,0,,P,0.311,-0.6
628,Sun-Woo Kim,COL,NL,20,0,3,0,0.133,0.258,24,21,-1,1B-C,0.277,1.8
629,Ray King*,STL,NL,0,0,0,0,,,69,55,-4,OF,0.17,2.5
630,Matt Kinney,SFG,NL,3,0,0,0,0.333,0.667,10,10,,P,0.257,-0.8
631,Ryan Klesko*,SDP,NL,520,18,58,3,0.248,0.775,162,161,-4,OF,0.353,2.8
632,Steve Kline#,BAL,AL,0,0,0,0,,,32,32,,P,0.324,-0.4
633,Justin Knoedler,SFG,NL,11,0,0,0,0.1,0.282,158,158,-5,1B,0,-0.1
634,Danny Kolb,ATL,NL,1,0,0,0,0,0,124,101,-4,1B,0.226,
635,Paul Konerko,CHW,AL,664,40,100,0,0.283,0.909,23,0,,P,0,0.5
636,Dae-Sung Koo*,NYM,NL,2,0,0,0,0.5,1.5,6,1,,P,0.308,0.7
637,Mike Koplove,ARI,NL,2,0,0,0,0,0,33,26,,P,0.343,
638,John Koronka*,CHC,NL,5,0,0,0,0,0.2,7,0,,P,0.345,1
639,Corey Koskie*,TOR,AL,404,11,36,4,0.249,0.735,9,0,,P,0.101,-0.1
640,Casey Kotchman*,LAA,AL,143,7,22,1,0.278,0.836,70,0,,P,0,7.7
641,Mark Kotsay*,OAK,AL,629,15,82,5,0.28,0.746,31,31,,P,0.38,1
642,Dave Krynzel*,MIL,NL,7,0,0,0,0,0,35,35,,P,0.366,-0.1
643,Hung-Chih Kuo*,LAD,NL,0,0,0,0,,,117,113,-2,C,0.328,0
644,John Lackey,LAA,AL,6,0,0,0,0,0,7,5,0,1B-OF,0.304,-0.3
645,Pete LaForest*,TBD,AL,70,1,4,0,0.172,0.508,7,0,,P,0.348,0
646,Gerald Laird,TEX,AL,42,1,4,0,0.225,0.612,25,25,,P,0.076,0
647,Tim Laker,TBD,AL,1,0,0,0,0,0,32,32,,P,0.332,0
648,Mike Lamb*,HOU,NL,349,12,53,1,0.236,0.703,52,43,3,OF,0.604,-0.3
649,Jason Lane,HOU,NL,561,26,78,6,0.267,0.815,73,0,,P,0,-0.6
650,Ryan Langerhans*,ATL,NL,373,8,42,0,0.267,0.774,6,4,,P,0.203,0
651,Adam LaRoche*,ATL,NL,502,20,78,0,0.259,0.775,5,0,,P,0.332,-0.4
652,Jason LaRue,CIN,NL,422,14,60,0,0.26,0.806,128,118,-2,C,0.354,0
653,Brian Lawrence,SDP,NL,69,0,1,0,0.085,0.198,34,34,,P,0.105,-0.1
654,Matt Lawton*,TOT,MLB,585,13,53,18,0.254,0.752,48,8,,P,0.271,0
655,Matt Lawton*,TOT,NL,528,11,49,17,0.268,0.777,97,88,6,OF,0.324,-0.3
656,Matt Lawton*,PIT,NL,445,10,44,16,0.273,0.813,123,93,0,OF,0.345,0
657,Matt Lawton*,CHC,NL,83,1,5,1,0.244,0.597,31,30,,P,0.293,
658,Matt Lawton*,NYY,AL,57,2,4,1,0.125,0.513,121,113,-10,OF,0.303,0
659,Matt LeCroy,MIN,AL,350,17,50,0,0.26,0.798,60,0,,P,0.289,1.2
660,Ricky Ledee*,LAD,NL,266,7,39,0,0.278,0.778,11,0,,P,0.34,-0.3
661,Carlos Lee,MIL,NL,688,32,114,13,0.265,0.811,144,138,-14,SS-2B-3B,0.359,0
662,Cliff Lee*,CLE,AL,8,0,0,0,0,0,32,0,,P,0,3.6
663,Derrek Lee,CHC,NL,691,46,107,15,0.335,1.08,75,75,-6,C-1B,0.32,1.7
664,Travis Lee*,TBD,AL,441,12,49,7,0.272,0.757,52,51,-3,2B-3B,0.149,-0.1
665,Justin Lehr,MIL,NL,3,0,0,0,0,0,9,4,-1,3B-2B,0.331,0.1
666,Jon Leicester,CHC,NL,1,0,0,0,,,2,2,-1,SS-2B,0,0
667,Al Leiter*,TOT,MLB,22,0,0,0,0,0,35,35,,P,0,0.1
668,Al Leiter*,FLA,NL,22,0,0,0,0,0,105,105,1,2B-3B,0,4.3
669,Anthony Lerew*,ATL,NL,0,0,0,0,,,35,35,,P,0.355,0
670,Al Levine*,SFG,NL,2,0,0,0,0,0,142,135,10,3B-2B,0.153,2
671,Brad Lidge,HOU,NL,0,0,0,0,,,33,33,,P,0.276,0.2
672,Cory Lidle,PHI,NL,67,0,2,0,0.138,0.29,15,11,-3,OF,,-0.4
673,Jon Lieber*,PHI,NL,78,0,4,0,0.096,0.23,156,155,-2,SS,0.224,0
674,Mike Lieberthal,PHI,NL,443,12,47,0,0.263,0.755,50,32,3,2B-OF-3B-SS,0.381,-0.1
675,Jeff Liefer*,CLE,AL,57,1,8,0,0.196,0.496,32,0,,P,0,0.4
676,Kerry Ligtenberg,ARI,NL,1,0,0,0,0,0,91,54,-4,OF-3B-1B,0.177,0.2
677,Ted Lilly*,TOR,AL,3,0,0,0,0,0,68,0,,P,0.124,-0.9
678,Jose Lima,KCR,AL,4,0,0,0,0.333,0.667,8,0,0,OF-2B-SS,0.301,0.8
679,Todd Linden#,SFG,NL,187,4,13,3,0.216,0.613,4,4,-2,SS,0.339,0
680,Scott Linebrink,SDP,NL,1,0,0,0,0,0,59,26,4,2B-3B-OF,0.162,4.4
681,Pedro Liriano,PHI,NL,1,0,0,0,,,130,112,8,3B-OF-2B-1B,0.348,0.7
682,Paul Lo Duca,FLA,NL,496,6,57,4,0.283,0.714,35,35,,P,0,0
683,Esteban Loaiza,WSN,NL,80,0,4,0,0.162,0.351,1,1,,P,0,-0.4
684,Kameron Loe,TEX,AL,0,0,0,0,,,78,0,,P,0.303,0
685,Kenny Lofton*,PHI,NL,406,2,36,22,0.335,0.811,45,20,-6,OF,0.312,0.2
686,Nook Logan#,DET,AL,356,1,17,23,0.258,0.641,30,0,,P,0.275,-0.4
687,Kyle Lohse,MIN,AL,5,0,0,0,0,0,6,6,,P,0.283,-0.4
688,Terrence Long*,KCR,AL,489,6,53,3,0.279,0.699,25,21,-1,C,0.333,2.3
689,Braden Looper,NYM,NL,0,0,0,0,,,10,8,,P,0,0.2
690,Aquilino Lopez,TOT,NL,1,0,0,0,0,0,79,0,,P,0.324,
691,Aquilino Lopez,COL,NL,1,0,0,0,0,0,34,0,,P,0.262,-0.1
692,Aquilino Lopez,PHI,NL,0,0,0,0,,,5,0,,P,0.293,-0.6
693,Felipe Lopez#,CIN,NL,648,23,85,15,0.291,0.838,34,34,,P,0.358,0
694,Javier López*,TOT,NL,0,0,0,0,,,33,32,,P,0,-0.1
695,Javier López*,COL,NL,0,0,0,0,,,45,36,-4,OF-1B,0,-0.3
696,Javier López*,ARI,NL,0,0,0,0,,,17,13,-6,3B,0.323,
697,Javy Lopez,BAL,AL,423,15,49,0,0.278,0.78,66,0,,P,0.25,-0.1
698,Jose Lopez,SEA,AL,203,2,25,4,0.247,0.661,4,0,,P,0.293,0
699,Luis Lopez#,CIN,NL,28,0,2,0,0.222,0.583,31,31,,P,0.293,
700,Pedro Lopez,CHW,AL,8,0,2,0,0.286,0.571,36,27,-8,SS-1B-2B-3B,0.293,0.2
701,Rodrigo Lopez,BAL,AL,4,0,0,0,0,0,122,78,1,1B,0.119,1.1
702,Mark Loretta,SDP,NL,463,3,38,8,0.28,0.707,142,139,2,C,0.216,-0.8
703,Derek Lowe,LAD,NL,76,0,4,1,0.154,0.364,1,1,0,2B,0.081,-1.4
704,Mike Lowell,FLA,NL,558,8,58,4,0.236,0.658,55,1,,P,0.223,0
705,Noah Lowry,SFG,NL,75,0,7,0,0.271,0.674,132,127,10,C,0.194,0
706,Ryan Ludwick,CLE,AL,48,4,5,0,0.22,0.846,3,0,0,C,0.29,-0.5
707,Julio Lugo,TBD,AL,690,6,57,39,0.295,0.765,120,110,10,OF,0.347,-0.8
708,Hector Luna,STL,NL,153,1,18,10,0.285,0.753,1,0,0,2B,0.273,1.5
709,Brandon Lyon,ARI,NL,0,0,0,0,,,142,142,-11,OF,0.202,5.2
710,John Mabry*,STL,NL,274,8,32,0,0.24,0.701,71,64,3,2B,0.366,0.1
711,Mike MacDougal#,KCR,AL,0,0,0,0,,,123,121,6,OF,0.284,0
712,Alejandro Machado#,BOS,AL,6,0,0,0,0.2,0.733,6,0,,P,0,-0.3
713,Anderson Machado#,TOT,NL,15,0,2,0,0,0.133,116,110,8,C,0.236,0
714,Anderson Machado#,CIN,NL,2,0,0,0,0,0,24,9,,P,0.352,1.7
715,Anderson Machado#,COL,NL,13,0,2,0,0,0.154,31,26,,P,0.338,-0.1
716,Jose Macias#,CHC,NL,190,1,13,4,0.254,0.591,7,2,1,OF-1B,0.423,4.5
717,Rob Mackowiak*,PIT,NL,512,9,58,8,0.272,0.726,23,0,,P,0.088,-0.1
718,Greg Maddux,CHC,NL,83,1,5,1,0.171,0.382,57,49,-1,C,0.234,3
719,Ryan Madson*,PHI,NL,8,0,0,0,0,0.143,12,10,,P,0.217,0
720,Chris Magruder#,MIL,NL,155,2,13,3,0.203,0.576,13,0,1,1B-OF,0,2.8
721,Ron Mahay*,TEX,AL,0,0,0,0,,,7,2,0,1B-3B,0,-0.1
722,Paul Maholm*,PIT,NL,17,0,0,0,0.133,0.321,34,17,,P,0.19,0
723,Mike Mahoney,STL,NL,75,1,6,0,0.156,0.436,59,33,-2,OF,0,0
724,Gary Majewski,WSN,NL,7,0,0,0,0,0,68,48,4,SS-2B-3B,0.369,0
725,Matt Mantei,BOS,AL,0,0,0,0,,,11,3,-1,3B-OF-2B-SS,0,0.3
726,Mike Maroth*,DET,AL,6,0,1,0,0.5,1.1,66,45,-3,3B-1B-2B-SS-OF,0.303,0
727,Jason Marquis*,STL,NL,91,1,10,0,0.31,0.786,13,7,,P,0.407,0.2
728,Eli Marrero,TOT,AL,156,7,19,1,0.181,0.652,29,24,-1,OF,0.238,-0.2
729,Eli Marrero,KCR,AL,100,4,9,1,0.159,0.563,60,55,2,3B,0.35,0
730,Eli Marrero,BAL,AL,56,3,10,0,0.22,0.808,65,0,,P,0.348,-0.1
731,Andy Marte,ATL,NL,66,0,4,0,0.14,0.438,29,26,,P,0.287,1.1
732,Damaso Marte*,CHW,AL,0,0,0,0,,,51,0,,P,0.362,-0.3
733,Tom Martin*,ATL,NL,0,0,0,0,,,27,0,,P,0.26,-1
734,Pedro Martinez,NYM,NL,76,0,1,0,0.087,0.187,24,16,1,C,0.276,
735,Ramon Martinez,TOT,MLB,127,1,14,0,0.277,0.639,148,144,4,OF,0.121,0.5
736,Ramon Martinez,DET,AL,62,0,5,0,0.268,0.586,1,0,,P,0.284,0.6
737,Ramon Martinez,PHI,NL,65,1,9,0,0.286,0.692,36,25,4,2B-3B-SS,0.486,0
738,Tino Martinez*,NYY,AL,348,17,49,2,0.241,0.767,78,0,,P,0,0
739,Victor Martinez#,CLE,AL,622,20,80,0,0.305,0.853,3,0,,P,0.329,0
740,Henry Mateo#,WSN,NL,2,0,0,0,0,0.5,5,2,1,3B-1B,0.333,0
741,Julio Mateo,SEA,AL,0,0,0,0,,,55,0,,P,0.326,0.4
742,Mike Matheny,SFG,NL,485,13,59,0,0.242,0.701,29,0,,P,0.219,1.8
743,Jeff Mathis,LAA,AL,3,0,0,0,0.333,0.667,19,0,,P,0.179,
744,Luis Matos,BAL,AL,433,4,32,17,0.28,0.712,91,68,19,OF,0.343,0.9
745,Dave Matranga,LAA,AL,1,0,0,0,0,0,83,79,4,1B,0.351,0
746,Hideki Matsui*,NYY,AL,704,23,116,2,0.305,0.863,80,69,2,2B-SS,0.354,
747,Kazuo Matsui#,NYM,NL,295,3,24,6,0.255,0.652,129,126,0,1B-OF,0.188,0
748,Gary Matthews#,TEX,AL,526,17,55,9,0.255,0.756,4,3,0,C,0.387,0
749,Mike Matthews*,NYM,NL,0,0,0,0,,,111,104,1,C,0.349,0
750,Joe Mauer*,MIN,AL,554,9,55,13,0.294,0.783,1,0,,P,0.301,0
751,Darrell May*,TOT,MLB,10,0,0,0,0.111,0.222,23,0,,P,0.374,2.7
752,Darrell May*,SDP,NL,10,0,0,0,0.111,0.222,61,0,,P,0,1.1
753,Joe Mays#,MIN,AL,3,0,0,0,0.333,0.667,16,16,,P,0.308,-0.9
754,Paul McAnulty*,SDP,NL,29,0,0,1,0.208,0.53,30,30,,P,0.155,1.1
755,Macay McBride*,ATL,NL,0,0,0,0,,,34,34,,P,0.207,-0.2
756,Brian McCann*,ATL,NL,204,5,23,1,0.278,0.745,43,33,-1,C,0.265,0.7
757,Brandon McCarthy,CHW,AL,2,0,0,0,0,0,21,7,,P,0.255,
758,Dave McCarty,BOS,AL,6,0,2,0,0.5,1.167,37,25,,P,0.354,0
759,Scott McClain,CHC,NL,16,0,1,0,0.143,0.464,65,58,-4,C,0.096,0
760,Seth McClung*,TBD,AL,0,0,0,0,,,76,64,6,OF,0.325,0.1
761,Quinton McCracken#,ARI,NL,246,1,13,4,0.237,0.61,105,100,-3,C,0.253,0
762,John McDonald,TOT,AL,184,0,16,6,0.277,0.651,68,54,4,C-1B,0,0.2
763,John McDonald,TOR,AL,106,0,12,5,0.29,0.662,114,111,13,C-1B,0.293,0.7
764,John McDonald,DET,AL,78,0,4,1,0.26,0.636,40,39,4,OF,0.285,0.2
765,Marshall McDougall,TEX,AL,18,0,0,0,0.167,0.389,156,154,-3,OF,0.343,-0.3
766,Joe McEwing,KCR,AL,191,1,6,4,0.239,0.558,148,148,13,3B,0.25,-1.5
767,Nate McLouth*,PIT,NL,120,5,12,2,0.257,0.755,2,1,0,2B-SS,0.401,0
768,Dallas McPherson*,LAA,AL,220,8,26,3,0.244,0.744,138,128,9,1B,0.321,2.4
769,Brian Meadows,PIT,NL,1,0,0,0,0,0,31,31,,P,0.325,0.9
770,Gil Meche,SEA,AL,4,0,1,0,0.25,0.5,62,57,-10,SS-OF,0,1.4
771,Jim Mecir#,FLA,NL,0,0,0,0,,,56,0,,P,0.325,-0.4
772,Brandon Medders,ARI,NL,1,0,0,0,0,0,32,32,,P,0.374,1.6
773,Adam Melhuse#,OAK,AL,102,2,12,0,0.247,0.666,146,145,0,3B-2B,0.361,4.3
774,Kevin Mench,TEX,AL,615,25,73,4,0.264,0.797,32,32,,P,0.38,0
775,Frank Menechino,TOR,AL,180,4,13,0,0.216,0.697,49,0,,P,0.906,1.2
776,Kent Mercker*,CIN,NL,0,0,0,0,,,4,1,-1,3B-1B-OF,0.311,-0.2
777,Lou Merloni,LAA,AL,7,0,1,0,0,0.143,45,0,,P,0.355,-0.5
778,Jose Mesa,PIT,NL,2,0,0,0,0,0,31,23,-2,2B-SS,0.315,
779,Randy Messenger,FLA,NL,4,0,0,0,0.333,0.833,43,38,4,OF,0.113,0
780,Dan Miceli,COL,NL,0,0,0,0,,,30,30,,P,0,0
781,Jason Michaels,PHI,NL,343,4,31,3,0.304,0.814,34,34,,P,0.242,3.2
782,Doug Mientkiewicz*,NYM,NL,313,11,29,0,0.24,0.729,4,3,0,C,0.443,-0.1
783,Aaron Miles#,COL,NL,347,2,28,4,0.281,0.661,65,0,,P,0.283,0
784,Kevin Millar,BOS,AL,519,9,50,0,0.272,0.753,5,2,-1,1B,0,-0.3
785,Corky Miller,MIN,AL,12,0,0,0,0,0,110,77,1,OF-1B-3B,0,0
786,Damian Miller,MIL,NL,431,9,43,0,0.273,0.753,2,0,,P,0,-1.1
787,Matt Miller,CLE,AL,0,0,0,0,,,14,7,2,3B-1B-SS-2B,0,1.1
788,Trever Miller,TBD,AL,0,0,0,0,,,69,0,,P,0.313,0
789,Wade Miller,BOS,AL,3,0,0,0,0.667,1.333,50,49,0,C,0.25,0
790,Kevin Millwood,CLE,AL,2,0,0,0,0,0,19,0,,P,0.196,-0.2
791,Eric Milton*,CIN,NL,64,2,4,0,0.143,0.454,49,0,,P,0.233,0
792,Doug Mirabelli,BOS,AL,152,6,18,2,0.228,0.721,76,73,-5,1B-C-3B,0,0
793,Sergio Mitre,CHC,NL,12,0,1,0,0.364,0.818,79,55,0,OF-3B,0.402,0.4
794,Brian Moehler,FLA,NL,47,0,3,0,0.075,0.219,74,57,-1,1B,0,
795,Chad Moeller,MIL,NL,216,7,23,0,0.206,0.624,3,0,0,C,0,-0.8
796,Dustan Mohr,COL,NL,293,17,38,1,0.214,0.746,3,3,,P,0.22,0
797,Bengie Molina,LAA,AL,449,15,69,0,0.295,0.782,7,0,,P,0.228,0.7
798,José Molina,LAA,AL,203,6,25,2,0.228,0.634,4,3,1,OF,0.42,0
799,Yadier Molina,STL,NL,421,8,49,2,0.252,0.654,61,60,4,OF,0.354,0
800,Raul Mondesí,ATL,NL,155,4,17,0,0.211,0.63,118,107,5,OF,0.38,-1.1
801,Craig Monroe,DET,AL,623,20,89,8,0.277,0.768,19,19,,P,0.316,-0.3
802,Melvin Mora,BAL,AL,664,27,88,7,0.283,0.821,49,0,,P,0.116,0.6
803,Mike Mordecai,FLA,NL,2,0,0,0,0,0,127,100,5,3B-2B-SS,0,-0.1
804,Justin Morneau*,MIN,AL,543,22,79,0,0.239,0.741,5,0,,P,0,0.1
805,Matt Morris,STL,NL,69,0,2,0,0.088,0.235,23,8,,P,0.135,0
806,Mike Morse,SEA,AL,258,3,23,3,0.278,0.718,16,9,0,1B-2B,0.295,0.2
807,Julio Mosquera,MIL,NL,1,0,0,0,0,0,32,29,,P,0.342,0.7
808,Guillermo Mota,FLA,NL,3,0,0,0,0,0,69,0,,P,0.306,3.4
809,Jamie Moyer*,SEA,AL,2,0,0,0,0,0,45,26,-1,C-OF,0.269,-0.1
810,Bill Mueller#,BOS,AL,590,10,62,0,0.295,0.799,80,38,2,1B,0.354,0
811,Mark Mulder*,STL,NL,67,0,3,0,0.145,0.327,91,77,-2,C,0,2.3
812,Terry Mulholland,MIN,AL,0,0,0,0,,,35,13,-3,2B-SS,0.291,0
813,Eric Munson*,TBD,AL,24,0,2,0,0.167,0.556,5,4,,P,0.328,0.1
814,Scott Munter,SFG,NL,1,0,0,0,,,81,79,-1,OF,0.304,-0.4
815,Donnie Murphy,KCR,AL,88,1,8,0,0.156,0.501,41,20,-3,2B-3B-OF-SS,0,-0.3
816,Matt Murton,CHC,NL,160,7,14,2,0.321,0.908,10,10,-2,1B,0.314,0
817,Mike Mussina*,NYY,AL,3,0,0,0,0,0,30,30,,P,0.354,-0.9
818,Brett Myers,PHI,NL,80,0,5,0,0.154,0.372,22,22,,P,0.299,0.7
819,Greg Myers*,TOR,AL,13,0,1,0,0.083,0.237,7,5,2,OF,0.354,-0.1
820,Mike Myers*,BOS,AL,0,0,0,0,,,37,0,,P,0,-0.6
821,Brian Myrow*,LAD,NL,25,0,0,0,0.2,0.61,5,0,-1,C,0.182,-0.1
822,Xavier Nady,SDP,NL,356,13,43,2,0.261,0.76,24,0,,P,0.324,0
823,Norihiro Nakamura,LAD,NL,41,0,3,0,0.128,0.35,4,0,,P,0,1.6
824,Joe Nathan,MIN,AL,0,0,0,0,,,35,35,,P,0.314,0.6
825,Dioner Navarro#,LAD,NL,199,3,14,0,0.273,0.729,66,0,,P,0.294,5.2
826,Blaine Neal*,TOT,MLB,1,0,0,0,0,0,154,143,6,1B,0.331,-0.5
827,Blaine Neal*,COL,NL,1,0,0,0,0,0,41,0,,P,0.427,0.1
828,Jeff Nelson,SEA,AL,0,0,0,0,,,5,0,,P,0.397,-0.3
829,Phil Nevin,TOT,MLB,414,12,55,3,0.237,0.666,61,51,-2,3B-SS-OF-2B-1B,0.351,0
830,Phil Nevin,SDP,NL,306,9,47,1,0.256,0.699,24,0,,P,0,-0.1
831,Phil Nevin,TEX,AL,108,3,8,2,0.182,0.573,27,27,,P,0.321,0
832,David Newhan*,BAL,AL,249,5,21,9,0.202,0.591,71,35,-7,OF,0.445,0
833,Lance Niekro,SFG,NL,302,12,46,0,0.252,0.755,93,82,-7,1B,0.323,0.1
834,Wil Nieves,NYY,AL,4,0,0,0,0,0,17,3,,P,0.37,0
835,Dustin Nippert,ARI,NL,5,0,0,0,0.25,0.65,30,29,,P,0.323,2.7
836,C.J. Nitkowski*,WSN,NL,0,0,0,0,,,14,0,,P,0.302,0
837,Ramon Nivar,BAL,AL,15,0,1,0,0.308,0.665,122,111,3,OF,0.183,0
838,Laynce Nix*,TEX,AL,240,6,32,2,0.24,0.664,31,31,,P,0.972,0.4
839,Trot Nixon*,BOS,AL,470,13,67,2,0.275,0.804,31,9,0,C-OF,0.521,0
840,Hideo Nomo,TBD,AL,4,0,0,0,0,0,2,1,0,C,0.319,0.2
841,Roberto Novoa,CHC,NL,1,0,0,0,0,0,17,17,,P,0.347,0.2
842,Abraham Nunez#,STL,NL,467,5,44,0,0.285,0.704,122,98,8,OF,0.349,0.3
843,Franklin Nunez,TBD,AL,0,0,0,0,,,30,30,,P,0.263,
844,Wes Obermueller,MIL,NL,16,0,0,0,0.2,0.6,15,7,0,C,0.216,0.2
845,Jose Offerman#,TOT,NL,118,2,13,0,0.229,0.641,51,49,-5,1B,0.293,0
846,Jose Offerman#,PHI,NL,38,1,3,0,0.182,0.653,83,78,-14,OF,0.281,-1.1
847,Jose Offerman#,NYM,NL,80,1,10,0,0.25,0.636,8,8,,P,0.371,-0.3
848,Tomo Ohka#,TOT,NL,59,0,3,0,0.111,0.254,29,29,,P,0.334,0.1
849,Tomo Ohka#,WSN,NL,17,0,0,0,0.25,0.5,141,138,7,SS,0.201,0.1
850,Tomo Ohka#,MIL,NL,42,0,3,0,0.053,0.153,28,0,,P,0.177,-0.1
851,Will Ohman*,CHC,NL,0,0,0,0,,,26,0,,P,0.274,2.1
852,Miguel Ojeda,TOT,MLB,120,1,9,1,0.147,0.482,72,62,-5,3B-2B-SS-OF,0,0.3
853,Miguel Ojeda,SDP,NL,83,0,6,1,0.137,0.437,13,9,1,C,0.538,-0.7
854,Miguel Ojeda,SEA,AL,37,1,3,0,0.172,0.59,54,44,-3,1B-OF-3B,0.367,0.1
855,John Olerud*,BOS,AL,192,7,37,0,0.289,0.795,1,0,0,C,0.357,-1.1
856,Miguel Olivo,TOT,MLB,281,9,34,7,0.217,0.613,149,136,11,SS-2B-3B,0.337,0.1
857,Miguel Olivo,SEA,AL,157,5,18,1,0.151,0.448,19,19,,P,0.363,0.1
858,Miguel Olivo,SDP,NL,124,4,16,6,0.304,0.828,20,20,,P,0.255,5.1
859,Ray Olmedo#,CIN,NL,88,1,4,4,0.221,0.62,52,36,-3,OF-1B,0,0
860,Scott Olsen*,FLA,NL,4,0,0,0,0,0,52,27,2,1B-3B-SS,0.348,0
861,Tim Olson,COL,NL,3,0,0,0,0,0.333,25,0,,P,0.291,1.2
862,Magglio Ordonez,DET,AL,343,8,46,0,0.302,0.795,12,7,0,1B-OF,0.397,0
863,Pete Orr*,ATL,NL,162,1,8,7,0.3,0.718,33,33,,P,0,0.4
